Campus,Semester,Course,Feedback_good,Feedback_bad,Feedback_extra
Aalborg,7,Entrepreneurship,Første halvdel af forelæsningerne introducerede emnerne helt fint.,Michele har meget accent og kan være svær at forstå.  Michele kommer 5-20 minutter forsent og går ofte 20 minutter over tid.    Opgaverne i første halvdel af kurset varierede meget i sværhedsgrad og introducerede ikke de nye sprog godt nok inden opgaverne skulle løses.    Manglende facit.,Vi er gået ud fra at dette fag er Distribuerede Systemer
Aalborg,7,Programmeringsparadigmer,Kursusholder var hurtig til at tage covid i perspektiv og finde en passende løsning.,"Mere tid til miniprojekterne med hjælpelærerne.  Gerne sætte disse timer før sidste frist, da man kan sidde fast med de første par opgaver, hvilket giver meget stress.    Der er meget semantik over faget, hvilket ødelægger det lidt. Gerne benytte koden til at beskrive de elementer vi skal lære.",
Aalborg,7,Web Intelligence (valgfag),,"Facit mangler når opgaverne laves. De kommer senere, men de skal bruges når opgaverne laves. Hvis folk så kun kigger på facit er de selv skyld i det.    Vi har brugt meget tid på at finde hoved og hale i de store mængder af data til selfstudies, hvilket har begrænset tiden der egentlig er blevet brugt på selve opgaverne.","Hvis der kommer nogle mere overskuelige data til selfstydies og ikke skifter mellem forskellige biblioteker eller funktioner, kunne tiden bruges mere fornuftigt."
Aalborg,7,Project,Vejleder er engageret og støtter gruppen med nye modeller og nye inputs.,,"Studieordningen er lidt mærkelig ift. ledelse, hvordan det kan være relevant i dette projekt."
Aalborg,7,Semester,,Generelt kom alt information omkring studiestart alt for sent.,
Aalborg,7,Studiemiljø,Dejligt at vi kan mødes på studiet og arbejde,Nogle mennesker er virkelig dårlige til at overholde de retningslinjer der er givet ift bevægelse rundt på uni og klyngerne til forelæsninger.,
Aalborg,7,Entrepreneurship,"Distribuerede Systemer:   Peter Gjøl var meget klar og tydelig, og god til at forklare hvordan ting fungerede, især ved brug af tavle.    Godt læsemateriale fra både Peter og Michele","Distribuerede Systemer:   Brug af et nyt sprog (elixir) var dårlig timet, da vi også skulle lære en masse nye sprog i PP.    Michele var ikke så nem at forstå og tempoet på hans præsentation kunne godt være lidt hurtigere.",Distribuerede Systemer:  Kunne være godt at lægge læsematerialet op lidt tidligere til Micheles del.
Aalborg,7,Test og verifikation (valgfag),"Florian er en god forelæser.     Det er godt med gæsteforelæsninger, så man hører fra nogen der er passioneret indenfor deres felt.",,
Aalborg,7,Web Intelligence (valgfag),Self study er godt.,"Bruger ofte en anden notation end i læsematerialet, så det kan være lidt forvirrende.",
Aalborg,7,Project,Dejligt at få et grupperum igen dette semester.,,
Aalborg,7,Semester,Gode valgfag på semesteret.,"Vi synes at kandidaten skal være 100% valgfri i forhold til kurserne. Vi synes ikke der skal være obligatoriske kurser, så man havde muligheden for at skifte PP ud med en af de andre kurser.","Ville være godt hvis man optog undervisningen, så det ville være nemmere at blive hjemme hvis man blev syg/ventede på corona test."
Aalborg,7,Studiemiljø,Godt med grupperum.,,
Aalborg,7,Programmeringsparadigmer,,"Vi har kun hans hyttel bog til syntaks og semantik delen af kursuset. Intet alternativt og mere proffesionalt anbefalet materiale. Kun hans egen skrevne bog, hvilket siger noget om hvor vigtigt syntaks og semantik er internationalt ifh. til praktisk programmering i haskell.    Mange af Kurts opgaver i lisp var ikke specielt relevante til afleveringsopgaven og virkede lidt tilfældige i natur.",
Aalborg,7,Test og verifikation (valgfag),,Udgiv slides før lektionen så kan man være bedre forberedt tak.,
Aalborg,7,Web Intelligence (valgfag),,Lidt mange self study opgaver men høj kvalitets opgaver.,
Aalborg,7,Project,,Vores vejleder virker ikke til at have arbejdet med distribuerede systemer.,
Aalborg,7,Studiemiljø,,Ingen varm mad i kantinen.,
Aalborg,3,Design og evaluering af brugergrÃ¦nseflader,"Videorne har en fordel, at man kan se når man vil. Det ville fungerer enddu bedre at holde forlæsninger og så optage dem, så man får fordelen fra både video og forlæsning.","Alle forlæsninger foregår via video, føltes ikke som undervisning, men i stedet som en YouTube video.   Man kan ikke være en aktiv del af undervisningen, i form af spørgsmål til læreren på samme måde.",
Aalborg,3,Objektorienteret programmering,"Opgaverne er ok, og giver et godt indblik i OOP som fag.  Kunne dog godt være opgaver efter forlæsning, sådan at stoffet er frisk i hjernen.","Forlæser snakker måske lidt langsomt.  Forlæsers codealongs er forvirrende og hurtige på nogle tidspunkter, og andre meget langsomme.  Han gør det ikke klart hvilke linjer kode han snakker om, eller illustrerer hans pointer med musen, men i stedet snakker han ud i den blå luft og så koder. Dette giver et disconnect mellem hvad han siger og hvad han gør, som resulterer i forvirring blandt publikum.",
Aalborg,3,Systemudvikling,"God vejleder med meget viden, brugbart fag med actual application i løsninger.  Det er dog uklart, hvordan UML overføres direkte til en implementation.","Forelæsninger giver ikke mega meget mere end bare at læse bogen. Der kunne godt være lidt mere kød på, men overall rigtig godt.",
Aalborg,3,Project,Det er fedt man kan få lov at arbejde med et firma.,"Bedre gruppedannelse, og mere fokus på hvad der definerer en valid opgave.",
Aalborg,3,Semester,Kun en enkelt person har fået corona.  SU har været en stor hjælp til at få semesteret til at føles komplet.,"Manglene grupperum til en enkelt gruppe, og kursuserne har været ret svage i år.",
Aalborg,3,Studiemiljø,"Der er sikkert en masse gode ting ved studiemilijøet, vi kan dog ikke kommenterer da vi ikke har været derude igennem corona.",Vi kan ikke kommenterer.,Flere og større grupperum er altid en bonus <3
Aalborg,3,Imperativ programmering,Det at videoerne er tilgængelige 24/7 online er super godt og gør at det både er nemmere at forstå og at man kan studere i ens eget tempo.,Hjælpelæren har hjulpet meget med at vi (interaktionsdesignere) ikke føler os glemt da software eleverne klart har højere prioritet grundet antallet.,...
Aalborg,3,Integreret produktudvikling: Redesign,Forelæseren er engageret og for det meste i godt humør.,"Forelæseren overholder ikke corona restriktionerne, og samtidig er eksamenskravene ikke afklaret godt nok. Generelt er faget ret forvirrende og løst. Dette kan være på grund af at han nogle gange er for forvirret.",...
Aalborg,3,Interaktionsdesign 3: Brugercentreret design,"Forelæseren er dygtig og pationeret, og indholdet i forelæsningen er meget relevant for vores projekt. Forelæseren er også meget åben og velkommene.",Starten af kurset var lidt rodet da opgaver og forelæsning ikke spillede godt sammen og næsten alle studerende gik hjem da det kom til opgaverne. Selvvalgt grupper kunne være en løsning så dem der gad at lave opgaverne ville gå i gruppe sammen og rent faktisk lave opgaverne.,...
Aalborg,3,Project,"Selvvalgte grupper havde nogle komplikationer, dog endte det i sidste ende godt.  Samarbejdet med vejlder og samarbejdspartner fungerer hovedsageligt godt",Selvvalgte grupper som nævnt havde nogle komplikationer og det der skete var ikke okay.  Det har nogle gange været svært at komme i kontakt med vores samarbejdspartner i projektet,...
Aalborg,3,Semester,Cassiopeia er meget bedre end basis.  Rengøring og generel service og udlevering af tusser og forlængerledninger virker godt.,Det fungerer ikke så godt at skulle dele lokale med en anden gruppe.  Samtidig kan det føles unfair at ressourcerne kan være ulige fordelt blandt de forskellige studieretninger da fx. software får fjernsyn til rådighed hvor vores retning ikke gør.  Kantinens priser er vanvittige og udvalget er elendigt. Det er som om at kantinen er lavet til forelæserene men ikke til studerende.,...
Aalborg,3,Studiemiljø,Mosvæggen i interaktionsdesign afdeling giver et bedre miljø. Muligheden for selvplukne æbler er også god.,"Farvevalget er lidt børnehave agtigt.  Information fra organisationer som f-klubben eller fixd, har været ueksisterende.",...
Aalborg,3,Imperativ programmering,"Videolektionerne fungerer godt, men der er mange gentagelser og der mangler struktur. Videoerne trænger til at blive opdateret.   Vores hjælpelærer er tilrådighed og hjælper os hvis vi har spørgsmål.",Eksemplerne i undervisningen passer ikke så godt til opgaverne og er ikke så brugbare.  Det er nødvendigt at finde ekstern information for at forstå indholdet fra undervisningen.,"Kurset er tydeligt målrettet til software og datalogi, og vi bliver bedømt på samme måde selvom formålet med kurset er anderledes for os."
Aalborg,3,Integreret produktudvikling: Redesign,"Formålet med kurset virker relevant og interessant, men selve undervisningen er mangelfuld og ikke relevant.",Kursets indhold lever ikke op til studieordningen.     Undervisningsmaterialet er mangelfuld og vi har ikke fået ret meget fagligt ud af undervisningen.   Der blev flere gange gennemgået programmer på en måde som ikke er brugbar for os.     Underviser virker uprofessionel og hans opførsel er grund til at flere studerende ikke har lyst til at møde op til undervisningen.,Underviser udviser ikke respekt for AAU's Covid-19 restriktioner.
Aalborg,3,Interaktionsdesign 3: Brugercentreret design,"Relevant og brugbart undervisningsmateriale og undervisner er god til at formidle indholdet.     Indholdet var meget fokuseret på participatory design frem for brugercentreret, hvilket var spændende men ikke så relevant for P3.",Panopto fungerer ikke og virker demotiverende for deltagelse i undervisningens opgaver.,
Aalborg,3,Project,Vejleder er meget brugbar og giver god vejledning.    Det fungerede godt at vi fik en samarbejdspartner til at starte med frem for en case.     Projektarbejdet er spændende og relevant og arbejdet går godt.,Ansøgning om projektmidler og deadline herfor passer ikke til vores projektperiode og information herom er uklar.,Covid-19 har til tider været en hindring for projektforløbet.
Aalborg,3,Semester,Undervisning virker for det meste relevant for projektet og interessant.,Kommunikation til administration har til tider været langsom.  Det er svært at finde generelle guides til praktiske ting som projektmidler og rapporting af problemer.    Udsendt information som datoer har gentagende gange været modsigende og der har været en del forvirring om forskellige mødetider og steder.,
Aalborg,3,Studiemiljø,IxD fællesrummet er godt indrettet og vi bruger det ofte.,"Stikkontakterne i grupperummene er placeret meget upraktisk.     Vi deler grupperum med en software gruppe, så vi er 13 mennesker i et meget lille rum, hvilket ikke virker til at opfylde covid-19 restriktioner.     Udluftningen i grupperummene er ikke så god.     Der mangler ting i grupperummene som kridt osv.",
